iter	Logloss
832	0.3477542622
833	0.3477414242
834	0.3477204984
835	0.3476925459
836	0.3476745591
837	0.3476422577
838	0.3476164946
839	0.3475920721
840	0.3475559739
841	0.3475191616
842	0.3474915537
843	0.3474500013
844	0.3474237031
845	0.3472060728
846	0.347181011
847	0.3471564118
848	0.3470622271
849	0.3470048736
850	0.3469814902
851	0.3469569988
852	0.3469108912
853	0.3466765549
854	0.3466467313
855	0.3466234065
856	0.3465970666
857	0.3464571766
858	0.346435533
859	0.3464093204
860	0.3463637691
861	0.3463448282
862	0.346257511
863	0.3462422198
864	0.3462267819
865	0.3462136457
866	0.3461956113
867	0.3461648228
868	0.3461425142
869	0.3461082502
870	0.3460769447
871	0.3460475926
872	0.3460265617
873	0.346002037
874	0.3459592237
875	0.3459176867
876	0.3458739451
877	0.345859748
878	0.3458219121
879	0.3457933258
880	0.3457675724
881	0.3457495172
882	0.3457268464
883	0.3456970666
884	0.3456635361
885	0.345639859
886	0.345608157
887	0.3455848852
888	0.3455634322
889	0.3455311879
890	0.3454502927
891	0.3454252051
892	0.3453886035
893	0.3453370102
894	0.3453296112
895	0.3453142377
896	0.3452970924
897	0.3452533782
898	0.345231034
899	0.345190686
900	0.3451669329
901	0.3451327165
902	0.3451052513
903	0.3450602944
904	0.3450274735
905	0.344951293
906	0.3447777492
907	0.3447573951
908	0.3447350595
909	0.3447178154
910	0.3446987934
911	0.344676599
912	0.3446621704
913	0.3446265296
914	0.3445891601
915	0.3445685216
916	0.3445401991
917	0.3445126722
918	0.3442379722
919	0.3441992345
920	0.3441703213
921	0.3441524812
922	0.344124396
923	0.3440749932
924	0.3440429933
925	0.3440176206
926	0.3439554388
927	0.3439222187
928	0.3438915332
929	0.3438787533
930	0.3438508223
931	0.3438374945
932	0.3438049243
933	0.3437805428
934	0.3437520773
935	0.3437252027
936	0.3436973613
937	0.343681901
938	0.3434753278
939	0.3434518097
940	0.3434294444
941	0.3433524909
942	0.3433207474
943	0.3432801564
944	0.3432419067
945	0.3432275503
946	0.3431973579
947	0.3431740796
948	0.3431549135
949	0.3431261587
950	0.3430991717
951	0.3430749812
952	0.3430635198
953	0.3430340761
954	0.342821101
955	0.3428042036
956	0.3427697194
957	0.3427440562
958	0.3427213086
959	0.3427021817
960	0.3426802942
961	0.3426605037
962	0.342639519
963	0.3426184177
964	0.3425927143
965	0.3425583799
966	0.3425205059
967	0.3425005773
968	0.3424530291
969	0.342425538
970	0.342407387
971	0.3423853048
972	0.3423464585
973	0.3423096926
974	0.3422822129
975	0.3422636287
976	0.3422343727
977	0.3422071153
978	0.3421982909
979	0.3421572422
980	0.3421287964
981	0.3420637948
982	0.3420415796
983	0.3419944561
984	0.3419515334
985	0.3419286227
986	0.3419007281
987	0.3418724735
988	0.3418480441
989	0.3418297137
990	0.34178315
991	0.3417528236
992	0.3417248247
993	0.3417121025
994	0.3416659794
995	0.3416430755
996	0.3416000699
997	0.3415564489
998	0.3415109095
999	0.341499207
