iter	Logloss
243	0.4134148937
244	0.4133669013
245	0.413278568
246	0.413173599
247	0.4131166293
248	0.4130564645
249	0.4130235184
250	0.4129674348
251	0.4129325581
252	0.4128346855
253	0.4127550173
254	0.4127165374
255	0.4126805861
256	0.4125966162
257	0.4125632763
258	0.4124974502
259	0.4124223569
260	0.4123966176
261	0.4123730338
262	0.4123433864
263	0.4122683608
264	0.4122115702
265	0.412164533
266	0.4121281122
267	0.4120918285
268	0.4120573856
269	0.4120208455
270	0.411918988
271	0.4118335417
272	0.4118095989
273	0.4117322095
274	0.411711853
275	0.4116680388
276	0.4116408967
277	0.4115525784
278	0.41153273
279	0.4114991559
280	0.4114521506
281	0.4114174249
282	0.411391395
283	0.4113251339
284	0.411277886
285	0.4112084182
286	0.4111565807
287	0.411092074
288	0.4110477544
289	0.4110230847
290	0.4109792844
291	0.4109426907
292	0.4109149448
293	0.4108576558
294	0.4108188076
295	0.4107746377
296	0.4107454144
297	0.4106936186
298	0.4106518244
299	0.4106054129
300	0.4105748818
301	0.4105265622
302	0.4104482306
303	0.4104111034
304	0.4103265128
305	0.4102986363
306	0.410254005
307	0.4102148312
308	0.4101603017
309	0.4101015917
310	0.4100416789
311	0.4099967734
312	0.409931255
313	0.4098979602
314	0.4098477835
315	0.409776981
316	0.4097271565
317	0.4096468347
318	0.4096152505
319	0.4095755652
320	0.4095526903
321	0.4095247987
322	0.4094597473
323	0.4094187424
324	0.4093571217
325	0.4092968924
326	0.4092484409
327	0.409228997
328	0.4091586244
329	0.4091056943
330	0.4090634453
331	0.4090340239
332	0.4089934384
333	0.4089548566
334	0.4089119756
335	0.4088878323
336	0.4088604506
337	0.4088265005
338	0.4087989074
339	0.4087630882
340	0.4087164516
341	0.4086554741
342	0.4086360867
343	0.4086142223
344	0.4085802751
345	0.408550625
346	0.4085113745
347	0.4084877393
348	0.4084285803
349	0.4083912073
350	0.4083572351
351	0.4083275936
352	0.4082883822
353	0.4082489164
354	0.4082177637
355	0.4081758897
356	0.4081480039
357	0.4080804945
358	0.4080335017
359	0.4079590413
360	0.4078836451
361	0.4078342512
362	0.4078034292
363	0.4077685834
364	0.4077538246
365	0.4076987187
366	0.4076706834
367	0.4076171632
368	0.4075937043
369	0.4075709353
370	0.4075352256
371	0.4074813121
372	0.4074231301
373	0.4073903226
374	0.4073495134
375	0.407264464
376	0.4071556585
377	0.4071138582
378	0.4070745145
379	0.4070257227
380	0.4069923252
381	0.4069437793
382	0.4069176291
383	0.4068976273
384	0.4068687188
385	0.4068457094
386	0.4068347659
387	0.4066990742
388	0.4066623414
389	0.4066446884
390	0.4066065887
391	0.4065757085
392	0.4065296141
393	0.4065095797
394	0.4064769202
395	0.406424086
396	0.4063612348
397	0.4063414086
398	0.4063232265
399	0.4062654638
400	0.4061836141
401	0.4061467766
402	0.4060778575
403	0.4060698011
404	0.4060491193
405	0.4060244431
406	0.4059127098
407	0.4058860454
408	0.4058705877
409	0.4058430612
410	0.4058221448
411	0.4058017451
412	0.4057868403
413	0.4057579876
414	0.4057408398
415	0.4057037685
416	0.4056825964
417	0.4056593543
418	0.4056226853
419	0.4056014054
420	0.4055528028
421	0.4055155882
422	0.4054777404
423	0.4054456625
424	0.4054258052
425	0.4053889816
426	0.4053639373
427	0.4053433077
428	0.4053106956
429	0.4052815131
430	0.4052329313
431	0.4052054402
432	0.4051779473
433	0.4051526286
434	0.4051277139
435	0.4050425928
436	0.4049691305
437	0.4049379501
438	0.4049206291
439	0.4048962477
440	0.4048904394
441	0.4048539063
442	0.4048164556
443	0.4047887906
444	0.4047522621
445	0.4047442884
446	0.40470099
447	0.4046508042
448	0.4046008751
449	0.4045562658
450	0.4044471983
451	0.4044067118
452	0.4043846379
453	0.404355009
454	0.4043313918
455	0.4043041565
456	0.4042546211
457	0.404180827
458	0.4041567535
459	0.4041241854
460	0.404087648
461	0.4040632014
462	0.4040352483
463	0.4039942457
464	0.4038621666
465	0.4038061576
466	0.4037802819
467	0.4037474892
468	0.4037006454
469	0.4036699112
470	0.4036522074
471	0.4036132706
472	0.4035758831
473	0.4035243534
474	0.4034564279
475	0.4033940738
476	0.4033471806
477	0.4032809362
478	0.4032586431
479	0.4032023505
480	0.4031683491
481	0.4031423888
482	0.4031241787
483	0.4031057361
484	0.4030651645
485	0.4030468771
486	0.4030222478
487	0.402998267
488	0.4029663189
489	0.4029392652
490	0.4029041299
491	0.4028039132
492	0.4027739389
493	0.4027225419
494	0.4026947226
495	0.402594259
496	0.4025601082
497	0.4025363205
498	0.4025135035
499	0.4024831446
500	0.4024517994
501	0.4024211367
502	0.4023828996
503	0.4023482392
504	0.4023131208
505	0.4022705222
506	0.4022568214
507	0.4022203268
508	0.4021652192
509	0.4021145437
510	0.4020693805
511	0.4020435564
512	0.4020050515
513	0.4019803135
514	0.4019618292
515	0.4019325464
516	0.4019201325
517	0.40188816
518	0.4018584461
519	0.4018179773
520	0.4018114469
521	0.401777592
522	0.4017578865
523	0.4017199014
524	0.4016929495
525	0.4016746747
526	0.4016426281
527	0.4015898709
528	0.4015602235
529	0.4015347727
530	0.4015144454
531	0.401466382
532	0.4014339478
533	0.4014032394
534	0.4013778549
535	0.4013342997
536	0.4013143462
537	0.4012912983
538	0.4012763098
539	0.4012228451
540	0.401184297
541	0.401163313
542	0.4011226779
543	0.4010905397
544	0.4010559579
545	0.401020235
546	0.4009554965
547	0.4009250252
548	0.400901811
549	0.4008811679
550	0.4008610065
551	0.4008306203
552	0.4008034001
553	0.4007658841
554	0.400705797
555	0.400685382
556	0.400655071
557	0.4006217191
558	0.4005888859
559	0.4005510064
560	0.4005252341
561	0.4004963022
562	0.4004753257
563	0.4004476682
564	0.4004337207
565	0.4004011388
566	0.4003883259
567	0.4003435168
568	0.4003075704
569	0.4002633199
570	0.4002371925
571	0.4002139593
572	0.400178814
573	0.4001625916
574	0.4001362174
575	0.4001145837
576	0.4000859201
577	0.4000707659
578	0.4000302334
579	0.4000052888
580	0.3999506822
581	0.3999192505
582	0.3998967063
583	0.3998806133
584	0.3998574558
585	0.3998222484
586	0.3997927426
587	0.3997640853
588	0.3997438671
589	0.3997282299
590	0.3996989123
591	0.39966664
592	0.3996355209
593	0.399597228
594	0.3995824915
595	0.3995595285
596	0.3995460773
597	0.3995235034
598	0.3994514108
599	0.3994266886
600	0.3994011581
601	0.3993769315
602	0.3993072684
603	0.3992872845
604	0.3991946775
605	0.3991664653
606	0.3991476427
607	0.3991106432
608	0.399088818
609	0.3990711802
610	0.3990461936
611	0.3989876349
612	0.3989729213
613	0.398952068
614	0.398932351
615	0.3989087419
616	0.3988626576
617	0.3988439473
618	0.3987942597
619	0.3987457875
620	0.398713216
621	0.3986906511
622	0.398668711
623	0.3986530239
624	0.3986203188
625	0.3985725755
626	0.3985583655
627	0.3985282536
628	0.3984957822
629	0.3984613551
630	0.3984101444
631	0.3983808842
632	0.3983396645
633	0.3982970777
634	0.3982708795
635	0.3982420752
636	0.3982162544
637	0.3981922354
638	0.3981560304
639	0.3981244958
640	0.3980947326
641	0.3980577902
642	0.3980306648
643	0.3980249966
644	0.3980084906
645	0.3979855507
646	0.3979717751
647	0.3979194792
648	0.3978922304
649	0.3978513273
650	0.3978125974
651	0.3977820227
652	0.3977107852
653	0.3976850554
654	0.3976509785
655	0.3976007515
656	0.3975745099
657	0.3975287157
658	0.3974890246
659	0.3974022016
660	0.3973759803
661	0.397341414
662	0.3973017709
663	0.3972791961
664	0.3972565459
665	0.397237289
666	0.3972258484
667	0.3972027283
668	0.3971773303
669	0.3971528735
670	0.3971297442
671	0.397084178
672	0.3970703479
673	0.3970580759
674	0.397033202
675	0.3970162825
676	0.3969866708
677	0.3969501487
678	0.396930241
679	0.3969156716
680	0.3968809699
681	0.396862831
682	0.3968340399
683	0.3968217643
684	0.3967862574
685	0.3967615198
686	0.3967318877
687	0.3966850925
688	0.3966701039
689	0.3966555403
690	0.3966276921
691	0.3966087365
692	0.3965907238
693	0.3965470349
694	0.3965207472
695	0.3964796563
696	0.3964496488
697	0.3964315808
698	0.3964130863
699	0.3963784887
700	0.3963556518
701	0.3963345049
702	0.3963107321
703	0.3962900259
704	0.3962495023
705	0.396215025
706	0.3961861866
707	0.3961373799
708	0.3960955558
709	0.3960332798
710	0.3959919234
711	0.3959662311
712	0.3959359255
713	0.3959078385
714	0.3958885746
715	0.3958498524
716	0.3958223001
717	0.3957890183
718	0.3957612021
719	0.3957426626
720	0.3957280831
721	0.3957148551
722	0.3956700992
723	0.3956391155
724	0.3956239977
725	0.3956038706
726	0.3955731759
727	0.3955554777
728	0.3955229344
729	0.3954870843
730	0.3954522964
731	0.3954324419
732	0.3954062222
733	0.3953702689
734	0.3953608935
735	0.3953235286
736	0.3952722029
737	0.3952506675
738	0.3952210518
739	0.3952030438
740	0.3951023389
741	0.3950892899
742	0.3950580654
743	0.3950424621
744	0.3949708542
745	0.3949359218
746	0.3948703688
747	0.3948525147
748	0.3947872636
749	0.394751875
750	0.3947293848
751	0.3946876909
752	0.394654303
753	0.394598271
754	0.3945742839
755	0.394550803
756	0.3945180457
757	0.3944913711
758	0.3944680393
759	0.3944297231
760	0.3944095257
761	0.3943762264
762	0.3943385629
763	0.3943012736
764	0.3942683348
765	0.3942433027
766	0.3942151496
767	0.394185058
768	0.3941457051
769	0.3941243299
770	0.3941044551
771	0.3940238554
772	0.3939962258
773	0.3939693263
774	0.3939450931
775	0.3939187881
776	0.3938874681
777	0.3938769595
778	0.3938605883
779	0.3938305185
780	0.3938095174
781	0.3937900223
782	0.3937694409
783	0.3937380273
784	0.3937255839
785	0.3937065844
786	0.3936964071
787	0.3936629503
788	0.3936426906
789	0.3936181829
790	0.3935931423
791	0.3935671499
792	0.3935523235
793	0.3935387542
794	0.3935164159
795	0.3934857899
796	0.3934595637
797	0.3934332567
798	0.3934104724
799	0.3933719371
800	0.3933416319
801	0.3933331615
802	0.3932575977
803	0.3932356582
804	0.3932188319
805	0.3931920805
806	0.3931657111
807	0.3931292929
808	0.3931095911
809	0.3930837163
810	0.3930591942
811	0.3930128423
812	0.3929885149
813	0.3929685204
814	0.3929314767
815	0.3929011733
816	0.3928178269
817	0.3927903586
818	0.3927665466
819	0.3927284543
820	0.3927004843
821	0.3926874526
822	0.3926712903
823	0.3926489045
824	0.3926166029
825	0.3925824471
826	0.3925578292
827	0.3925442039
828	0.3925151735
829	0.3924824538
830	0.3924511103
831	0.3924202391
832	0.3924057104
833	0.3923865474
834	0.3923643161
835	0.3923227516
836	0.3923007304
837	0.3922617274
838	0.3922421403
839	0.3921756095
840	0.3921483353
841	0.392117952
842	0.3920868479
843	0.3920628795
844	0.3920513221
845	0.3920259215
846	0.3919833675
847	0.3919585239
848	0.3919211534
849	0.391891862
850	0.3918503763
851	0.3918160257
852	0.3917827419
853	0.3917555457
854	0.3917348728
855	0.3917205088
856	0.391707309
857	0.3916452072
858	0.3916171857
859	0.3915810148
860	0.3915383689
861	0.3915052537
862	0.3914825191
863	0.3914550824
864	0.3914315684
865	0.3913978707
866	0.3913758926
867	0.3913389579
868	0.3913177635
869	0.3913018249
870	0.3912771994
871	0.3912625069
872	0.3912460889
873	0.391229766
874	0.3912133853
875	0.3911921845
876	0.3911551947
877	0.3911161142
878	0.3910951478
879	0.3910773424
880	0.3910481498
881	0.391033014
882	0.3910033462
883	0.3909666445
884	0.3909536071
885	0.3908971095
886	0.3908661684
887	0.3908360869
888	0.3907964146
889	0.3907739317
890	0.3907570472
891	0.3907380871
892	0.3907180393
893	0.3906915996
894	0.3906613291
895	0.3906351797
896	0.3906194587
897	0.3905917075
898	0.3905623436
899	0.3905506464
900	0.3905109991
901	0.3904829652
902	0.390474115
903	0.3904581001
904	0.39043338
905	0.3903886283
906	0.3903535301
907	0.3903073824
908	0.3902832439
909	0.3902606641
910	0.3902353163
911	0.3902213615
912	0.3901984757
913	0.3901666138
914	0.3901311922
915	0.390120537
916	0.3900834454
917	0.3900617194
918	0.3900365506
919	0.3900207226
920	0.3899930583
921	0.3899668216
922	0.3899385754
923	0.3899178697
924	0.3899029058
925	0.3898703815
926	0.3898505381
927	0.3898297342
928	0.3897968214
929	0.3897729198
930	0.3897359394
931	0.3896996073
932	0.3896785718
933	0.3896641076
934	0.3896503598
935	0.3896290975
936	0.3896149853
937	0.3895935665
938	0.3895738438
939	0.3895612749
940	0.3895508978
941	0.3895365686
942	0.3895012415
943	0.389488132
944	0.3894583921
945	0.3894181033
946	0.3894014103
947	0.3893717582
948	0.3893386112
949	0.3893070907
950	0.3892761915
951	0.3892487895
952	0.3892020207
953	0.3891223917
954	0.3891077035
955	0.3890966838
956	0.389045434
957	0.3890278295
958	0.3889892175
959	0.3889632996
960	0.3889332273
961	0.3889001002
962	0.3888822432
963	0.3888526216
964	0.3888220043
965	0.3887622017
966	0.3887421442
967	0.388721792
968	0.3886944015
969	0.3886688781
970	0.3886356551
971	0.3886041902
972	0.3885835736
973	0.38857461
974	0.3885564529
975	0.3885334254
976	0.3884548937
977	0.3884377087
978	0.3884058934
979	0.3883838092
980	0.3883540922
981	0.3883259217
982	0.3882842822
983	0.3882496556
984	0.3882093524
985	0.3881902112
986	0.3881648119
987	0.3881475549
988	0.3881271202
989	0.3880949707
990	0.3880722618
991	0.3880404537
992	0.3880302388
993	0.3879894502
994	0.3879513646
995	0.3879319688
996	0.387911803
997	0.3878957884
998	0.3878810472
999	0.3878523412
