iter	Passed	Remaining
241	33959	106369
242	34110	106260
243	34250	106119
244	34394	105991
245	34536	105857
246	34694	105767
247	34838	105638
248	34975	105489
249	35126	105379
250	35273	105259
251	35421	105141
252	35556	104983
253	35708	104875
254	35866	104785
255	36017	104676
256	36160	104541
257	36304	104411
258	36444	104268
259	36562	104061
260	36703	103923
261	36839	103770
262	36976	103617
263	37117	103478
264	37260	103344
265	37394	103186
266	37520	103004
267	37672	102897
268	37830	102802
269	37976	102676
270	38120	102545
271	38272	102435
272	38423	102322
273	38566	102187
274	38711	102057
275	38871	101968
276	39006	101810
277	39124	101611
278	39265	101470
279	39378	101257
280	39522	101126
281	39670	101003
282	39816	100877
283	39945	100706
284	40096	100592
285	40235	100448
286	40374	100304
287	40519	100173
288	40659	100031
289	40792	99872
290	40932	99728
291	41072	99586
292	41200	99415
293	41338	99269
294	41463	99089
295	41594	98926
296	41748	98819
297	41892	98686
298	42036	98554
299	42182	98426
300	42295	98221
301	42428	98062
302	42552	97885
303	42708	97779
304	42865	97677
305	43024	97577
306	43168	97444
307	43302	97290
308	43442	97148
309	43577	96994
310	43717	96853
311	43853	96702
312	44009	96596
313	44155	96467
314	44293	96320
315	44446	96207
316	44606	96108
317	44752	95978
318	44870	95788
319	45009	95644
320	45136	95476
321	45276	95333
322	45403	95165
323	45543	95022
324	45685	94885
325	45827	94748
326	45976	94623
327	46125	94501
328	46256	94341
329	46411	94229
330	46569	94124
331	46694	93951
332	46833	93806
333	46977	93673
334	47129	93556
335	47238	93351
336	47390	93234
337	47514	93060
338	47646	92903
339	47787	92764
340	47929	92625
341	48090	92525
342	48246	92414
343	48388	92276
344	48511	92101
345	48640	91939
346	48774	91786
347	48912	91641
348	49043	91481
349	49196	91364
350	49340	91229
351	49467	91065
352	49605	90920
353	49737	90764
354	49868	90606
355	50006	90462
356	50143	90314
357	50292	90189
358	50432	90047
359	50588	89935
360	50732	89800
361	50876	89665
362	51018	89529
363	51164	89396
364	51307	89261
365	51446	89117
366	51586	88976
367	51726	88834
368	51854	88672
369	51996	88534
370	52117	88360
371	52277	88254
372	52416	88110
373	52552	87961
374	52677	87796
375	52829	87674
376	52981	87552
377	53123	87414
378	53267	87279
379	53413	87148
380	53557	87013
381	53693	86865
382	53832	86722
383	53965	86569
384	54116	86446
385	54268	86323
386	54402	86172
387	54542	86030
388	54679	85885
389	54813	85734
390	54951	85589
391	55082	85433
392	55229	85304
393	55349	85131
394	55495	84999
395	55615	84827
396	55758	84691
397	55912	84571
398	56037	84407
399	56180	84270
400	56356	84182
401	56502	84050
402	56652	83924
403	56780	83765
404	56924	83630
405	57081	83513
406	57232	83387
407	57402	83289
408	57552	83162
409	57686	83012
410	57821	82862
411	57964	82726
412	58094	82570
413	58236	82430
414	58391	82311
415	58538	82179
416	58677	82035
417	58825	81905
418	58950	81743
419	59058	81556
420	59195	81412
421	59320	81248
422	59459	81106
423	59606	80974
424	59744	80831
425	59893	80701
426	60023	80546
427	60146	80382
428	60290	80246
429	60417	80088
430	60569	79963
431	60703	79813
432	60830	79655
433	60979	79526
434	61113	79377
435	61251	79233
436	61394	79095
437	61550	78975
438	61692	78837
439	61830	78693
440	61984	78570
441	62129	78435
442	62247	78265
443	62398	78138
444	62534	77992
445	62681	77859
446	62797	77688
447	62918	77524
448	63031	77350
449	63168	77206
450	63305	77061
451	63446	76921
452	63615	76816
453	63763	76684
454	63903	76544
455	64035	76393
456	64170	76246
457	64310	76105
458	64467	75984
459	64629	75869
460	64784	75745
461	64915	75594
462	65048	75445
463	65186	75301
464	65333	75168
465	65476	75030
466	65605	74876
467	65721	74709
468	65876	74585
469	66019	74447
470	66165	74312
471	66304	74171
472	66448	74035
473	66596	73902
474	66771	73799
475	66912	73660
476	67052	73519
477	67198	73384
478	67345	73250
479	67504	73129
480	67649	72993
481	67805	72869
482	67926	72708
483	68041	72540
484	68190	72408
485	68310	72246
486	68463	72118
487	68601	71974
488	68745	71838
489	68889	71701
490	69018	71549
491	69148	71397
492	69256	71222
493	69376	71061
494	69522	70927
495	69679	70803
496	69839	70682
497	69984	70546
498	70131	70412
499	70267	70267
500	70390	70109
501	70537	69975
502	70669	69826
503	70837	69713
504	70962	69557
505	71107	69421
506	71266	69298
507	71421	69171
508	71588	69056
509	71752	68938
510	71913	68816
511	72065	68687
512	72203	68543
513	72325	68385
514	72474	68252
515	72621	68118
516	72763	67978
517	72906	67839
518	73036	67688
519	73180	67551
520	73325	67414
521	73457	67265
522	73611	67136
523	73754	66998
524	73883	66847
525	74019	66701
526	74151	66553
527	74273	66396
528	74406	66248
529	74542	66103
530	74642	65927
531	74771	65776
532	74903	65628
533	75034	65479
534	75173	65337
535	75299	65184
536	75445	65049
537	75576	64900
538	75728	64769
539	75875	64634
540	76040	64514
541	76180	64374
542	76331	64242
543	76468	64098
544	76640	63983
545	76780	63842
546	76925	63705
547	77065	63565
548	77194	63414
549	77308	63252
550	77438	63103
551	77571	62956
552	77709	62813
553	77845	62670
554	77999	62539
555	78152	62409
556	78289	62265
557	78424	62121
558	78579	61992
559	78716	61848
560	78859	61709
561	78993	61564
562	79132	61422
563	79269	61278
564	79384	61119
565	79527	60980
566	79657	60831
567	79813	60703
568	79950	60559
569	80106	60431
570	80252	60294
571	80381	60145
572	80524	60007
573	80675	59873
574	80817	59734
575	80955	59592
576	81090	59447
577	81241	59314
578	81385	59176
579	81537	59044
580	81688	58911
581	81828	58770
582	81960	58623
583	82090	58475
584	82234	58336
585	82368	58192
586	82505	58049
587	82633	57899
588	82794	57773
589	82935	57633
590	83073	57490
591	83240	57368
592	83383	57229
593	83533	57095
594	83665	56948
595	83801	56804
596	83913	56645
597	84063	56510
598	84219	56380
599	84361	56240
600	84495	56096
601	84644	55960
602	84798	55829
603	84928	55681
604	85101	55562
605	85236	55417
606	85387	55283
607	85535	55147
608	85659	54996
609	85808	54861
610	85960	54727
611	86088	54579
612	86233	54440
613	86407	54321
614	86547	54179
615	86681	54035
616	86824	53895
617	86966	53755
618	87098	53609
619	87242	53471
620	87422	53354
621	87569	53217
622	87714	53079
623	87850	52935
624	87979	52787
625	88132	52654
626	88265	52508
627	88416	52374
628	88545	52226
629	88674	52078
630	88817	51939
631	88956	51797
632	89083	51648
633	89203	51496
634	89340	51352
635	89493	51219
636	89631	51077
637	89747	50922
638	89901	50789
639	90009	50630
640	90116	50471
641	90255	50329
642	90393	50187
643	90546	50053
644	90669	49903
645	90810	49763
646	90966	49630
647	91108	49491
648	91222	49335
649	91360	49194
650	91509	49058
651	91645	48915
652	91794	48778
653	91929	48635
654	92058	48488
655	92187	48342
656	92329	48202
657	92458	48055
658	92615	47924
659	92772	47792
660	92914	47651
661	93042	47504
662	93183	47364
663	93330	47227
664	93484	47093
665	93613	46947
666	93735	46797
667	93876	46657
668	94028	46522
669	94173	46383
670	94315	46243
671	94455	46103
672	94610	45969
673	94754	45830
674	94908	45696
675	95070	45566
676	95202	45421
677	95348	45283
678	95489	45142
679	95637	45005
680	95769	44861
681	95921	44725
682	96060	44584
683	96196	44441
684	96343	44304
685	96488	44165
686	96624	44022
687	96773	43885
688	96924	43749
689	97069	43610
690	97214	43471
691	97348	43328
692	97457	43173
693	97582	43026
694	97710	42879
695	97829	42730
696	97977	42592
697	98112	42449
698	98249	42307
699	98390	42167
700	98516	42020
701	98645	41875
702	98776	41730
703	98917	41590
704	99041	41442
705	99153	41290
706	99273	41141
707	99433	41009
708	99582	40872
709	99732	40735
710	99881	40598
711	100034	40463
712	100182	40325
713	100320	40184
714	100467	40046
715	100611	39907
716	100740	39762
717	100886	39624
718	101036	39487
719	101157	39338
720	101304	39200
721	101442	39059
722	101579	38917
723	101717	38776
724	101865	38638
725	101995	38494
726	102127	38350
727	102273	38212
728	102397	38065
729	102532	37922
730	102669	37781
731	102784	37631
732	102900	37482
733	103031	37338
734	103159	37193
735	103297	37052
736	103439	36912
737	103572	36769
738	103712	36629
739	103874	36496
740	104022	36358
741	104163	36218
742	104303	36078
743	104468	35946
744	104625	35811
745	104757	35668
746	104938	35541
747	105076	35400
748	105222	35261
749	105344	35114
750	105480	34972
751	105622	34833
752	105757	34690
753	105937	34563
754	106093	34427
755	106235	34287
756	106384	34149
757	106523	34008
758	106664	33868
759	106812	33730
760	106972	33595
761	107111	33454
762	107274	33321
763	107425	33183
764	107585	33049
765	107725	32908
766	107862	32766
767	108031	32634
768	108188	32498
769	108343	32362
770	108494	32224
771	108656	32090
772	108795	31948
773	108946	31811
774	109090	31671
775	109219	31527
776	109323	31375
777	109439	31228
778	109568	31084
779	109710	30944
780	109866	30807
781	110005	30666
782	110174	30533
783	110318	30393
784	110468	30255
785	110602	30113
786	110727	29968
787	110858	29825
788	110999	29684
789	111140	29543
790	111271	29400
791	111405	29257
792	111543	29116
793	111670	28972
794	111810	28831
795	111929	28685
796	112066	28543
797	112206	28403
798	112331	28258
799	112452	28113
800	112594	27972
801	112711	27826
802	112868	27690
803	113009	27549
804	113139	27406
805	113285	27267
806	113414	27123
807	113564	26985
808	113716	26847
809	113849	26705
810	113979	26562
811	114129	26424
812	114278	26285
813	114420	26145
814	114563	26005
815	114717	25867
816	114880	25732
817	115015	25590
818	115163	25451
819	115322	25314
820	115472	25176
821	115617	25036
822	115772	24898
823	115922	24760
824	116063	24619
825	116209	24479
826	116372	24344
827	116510	24202
828	116665	24064
829	116806	23924
830	116933	23780
831	117083	23641
832	117207	23497
833	117350	23357
834	117488	23216
835	117613	23072
836	117766	22934
837	117913	22794
838	118043	22652
839	118211	22516
840	118360	22377
841	118519	22239
842	118649	22097
843	118793	21957
844	118944	21818
845	119097	21679
846	119256	21542
847	119404	21402
848	119545	21261
849	119704	21124
850	119834	20981
851	119996	20844
852	120134	20703
853	120291	20565
854	120440	20425
855	120562	20281
856	120704	20140
857	120864	20003
858	121007	19862
859	121148	19721
860	121299	19582
861	121465	19445
862	121599	19303
863	121734	19161
864	121870	19020
865	121997	18877
866	122114	18732
867	122238	18589
868	122368	18446
869	122505	18305
870	122642	18164
871	122767	18020
872	122895	17878
873	123034	17737
874	123162	17594
875	123276	17450
876	123410	17308
877	123560	17169
878	123694	17027
879	123841	16887
880	123969	16745
881	124092	16601
882	124224	16460
883	124380	16321
884	124534	16182
885	124695	16044
886	124833	15903
887	124963	15761
888	125076	15616
889	125209	15475
890	125360	15335
891	125502	15195
892	125646	15055
893	125771	14912
894	125903	14770
895	126038	14629
896	126174	14488
897	126291	14344
898	126443	14205
899	126588	14065
900	126760	13928
901	126886	13785
902	127019	13644
903	127170	13504
904	127322	13365
905	127496	13228
906	127633	13086
907	127786	12947
908	127936	12807
909	128071	12666
910	128224	12526
911	128359	12385
912	128496	12244
913	128652	12105
914	128794	11964
915	128924	11822
916	129062	11681
917	129189	11539
918	129346	11400
919	129486	11259
920	129628	11119
921	129789	10980
922	129927	10838
923	130071	10698
924	130217	10558
925	130361	10417
926	130496	10276
927	130612	10133
928	130747	9992
929	130897	9852
930	131044	9712
931	131200	9572
932	131348	9432
933	131473	9290
934	131622	9150
935	131770	9009
936	131912	8869
937	132046	8728
938	132191	8587
939	132349	8447
940	132475	8306
941	132614	8165
942	132753	8024
943	132895	7883
944	133027	7742
945	133149	7600
946	133291	7459
947	133429	7318
948	133550	7177
949	133696	7036
950	133861	6897
951	134003	6756
952	134144	6615
953	134303	6475
954	134413	6333
955	134553	6192
956	134705	6052
957	134866	5912
958	135015	5772
959	135156	5631
960	135287	5490
961	135437	5349
962	135583	5209
963	135731	5068
964	135849	4927
965	136004	4786
966	136128	4645
967	136261	4504
968	136397	4363
969	136526	4222
970	136669	4081
971	136815	3941
972	136965	3800
973	137104	3659
974	137247	3519
975	137382	3378
976	137532	3237
977	137662	3096
978	137807	2956
979	137965	2815
980	138116	2675
981	138259	2534
982	138411	2393
983	138549	2252
984	138697	2112
985	138848	1971
986	139007	1830
987	139149	1690
988	139291	1549
989	139451	1408
990	139576	1267
991	139714	1126
992	139865	985
993	140050	845
994	140203	704
995	140354	563
996	140485	422
997	140610	281
998	140769	140
999	140913	0
